Availability,Available_Colors_OR_Size,Available_Size,Context_Identifier,Description,Execution_Id,Feed_Code,Price_Currency,Product_Id,Product_Price,Product_Title,Record_Create_By,Record_Create_Date,Site,Source,Source_Country,Type
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with an oval-cut sapphire available from 1.00 carat, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424378,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424378.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with a cushion-cut sapphire available from 1.50 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424334,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424334.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with an oval-cut sapphire available from 1.50 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424380,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424380.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, platinum 950/1000, set with a pear-shaped diamond available from 2.00 to 2.49 carats and from 3.00 to 3.99 carats, and set with brilliant-cut pavé diamonds.",,aeid5482,,CRN7424256,,Cartier Destinée necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-CRN7424256.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces,"Necklace - 18K white gold (750/1000), three hexagonal-shaped carved emeralds from Colombia totaling 29.21 carats, one 2.87-carat J VVS2 modified shield-shaped diamond, one 1.19-carat J SI1 modified hexagonal-shaped diamond, one 0.80-carat H VVS2 hexagonal-shaped diamond, tapered emeralds, onyx, tapered diamonds, brilliant-cut diamonds.",,aeid5482,,CRH7000825,,High Jewelry necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/high-jewelry-necklace-CRH7000825.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with a cushion-cut ruby available from 1.50 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424376,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424376.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, platinum 950/1000, set with an emerald-cut diamond available in 2.00 to 2.49 carats and 3.00 to 3.99 carats, and set with brilliant-cut pavé diamonds.",,aeid5482,,CRN7424251,,Cartier Destinée necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-CRN7424251.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, platinum 950/1000, set with a cushion-cut sapphire available from 2.00 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424338,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424338.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with an oval-cut ruby available from 1.50 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424330,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424330.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Essential Lines necklace, 950‰ platinum, set with 84 brilliant-cut diamonds totaling 32.43 carats.",,aeid5482,,CRH7000355,,Essential Lines necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/essential-lines-necklace-CRH7000355.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with a cushion-cut emerald available from 1.50 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424373,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424373.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, platinum 950/1000, set with a cushion-cut sapphire available from 2.00 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424337,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424337.html,SaudiArabia,Necklaces
