Availability,Colors,Context_Identifier,Description,Execution_Id,Feed_Code,Price_Currency,Product_Id,Product_Price,Product_Title,Record_Create_By,Record_Create_Date,Site,Source,Source_Country,Type
InStock,"Grey,Brown,Black",Home,"Must de Cartier navy blue calfskin document holder, small model. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket. Interior: black fabric lining, one laptop compartment, one zipped pocket, two additional compartments. Embossed silver-coloured Cartier signature. Dimensions: 210 mm high x 350 mm wide x 60 mm deep. Hand and shoulder carry with adjustable and detachable strap.",,aeid5482,zl,L1002269,10.900,"Document holder small model, Must de Cartier",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/document-holder-small-model-must-de-cartier_cod17266703523789594.html,Poland,bags
InStock,,Home,"Must de Cartier black calfskin document holder. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket. Interior: black fabric lining, one laptop compartment, one zipped pocket, three additional compartments. Embossed silver-coloured Cartier signature. Dimensions: 300 mm high x 380 mm wide x 100 mm deep. Hand and shoulder carry with adjustable and detachable strap.",,aeid5482,zl,L1002258,12.300,"Document holder, Must de Cartier",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/document-holder-must-de-cartier_cod17266703523789577.html,Poland,bags
InStock,Black,Home,"Must de Cartier navy blue calfskin pouch. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket, detachable handle. Interior: black fabric lining, one flat pocket, eight credit card slots. Embossed silver-coloured Cartier signature. Dimensions: 160 mm high x 250 mm wide x 50 mm deep. Hand and wrist carry with detachable handle.",,aeid5482,zl,L1002273,5.700,"Square Pouch, Must de Cartier",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/square-pouch-must-de-cartier_cod17266703523789598.html,Poland,bags
InStock,"Grey,Black,Brown",Home,"Must de Cartier navy blue calfskin document holder, large model. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket, detachable handle. Interior: black fabric lining, one zipped pocket, one flat pocket with embossed silver-coloured Cartier signature. Dimensions: 250 mm high x 350 mm wide x 40 mm deep. Hand and wrist carry with detachable handle.",,aeid5482,zl,L1002271,5.700,"GM Pouch, Must de Cartier",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/gm-pouch-must-de-cartier_cod17266703523789596.html,Poland,bags
InStock,"Blue,Grey,Brown",Home,"Must de Cartier black calfskin document holder, small model. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket. Interior: black fabric lining, one laptop compartment, one zipped pocket, two additional compartments. Embossed silver-coloured Cartier signature. Dimensions: 210 mm high x 350 mm wide x 60 mm deep. Hand and shoulder carry with adjustable and detachable strap.",,aeid5482,zl,L1002259,10.900,"Document holder small model, Must de Cartier,",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/document-holder-small-model-must-de-cartier_cod17266703523789579.html,Poland,bags
InStock,,Home,"Must de Cartier mini messenger bag in black calfskin. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket, adjustable strap. Interior: black fabric lining, one flat pocket. Embossed silver-coloured Cartier signature. Dimensions: 210 mm high x 160 mm wide x 50 mm deep.",,aeid5482,zl,L1002275,6.850,Must de Cartier mini messenger bag,aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/must-de-cartier-mini-messenger-bag_cod17266703523789600.html,Poland,bags
InStock,"Black,Blue,Brown",Home,"Must de Cartier pouch in anthracite calfskin, large model. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket, detachable handle. Interior: black fabric lining, one zipped pocket, one flat pocket with embossed silver-coloured Cartier signature. Dimensions: 250 mm high x 350 mm wide x 40 mm deep. Hand and wrist carry with detachable handle.",,aeid5482,zl,L1002315,5.700,"Pouch large model, Must de Cartier",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/pouch-large-model-must-de-cartier_cod20346390236443599.html,Poland,bags
InStock,Blue,Home,"Must de Cartier black calfskin pouch. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket, detachable handle. Interior: black fabric lining, one flat pocket, eight credit card slots. Embossed silver-coloured Cartier signature. Dimensions: 160 mm high x 250 mm wide x 50 mm deep. Hand and wrist carry with detachable handle.",,aeid5482,zl,L1002261,5.700,"Square Pouch, Must de Cartier",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/square-pouch-must-de-cartier_cod17266703523789586.html,Poland,bags
InStock,Camel Colour,Home,"Must de Cartier briefcase with three gussets in black calfskin. Palladium-finish metal parts. Interior: burgundy fabric lining, one flat laptop compartment, one zipped pocket, two smartphone pockets, one pen loop. Dimensions: 400 mm high x 300 mm wide x 70 mm deep. Hand carry.",,aeid5482,zl,L1002262,16.300,"Briefcase, Must de Cartier",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/briefcase-must-de-cartier_cod17266703523789588.html,Poland,bags
InStock,"Pink,Black,Red",Home/Bags for her,"Mini model shoulder bag in dark green calfskin, gold and dark green enamel-finish clasp, golden hot-stamped “Cartier” signature inside. Three inside compartments, one flat pocket and one signature pocket with removable mirror. Lining: black lambskin. Dimensions: 160 mm high x 190 mm wide x 70 mm deep. Shoulder and cross-body carry.",,aeid5482,zl,L1002345,11.600,"Mini model shoulder bag, Double C de Cartier",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/mini-model-shoulder-bag-double-c-de-cartier_cod42247633208247027.html,Poland,bags
InStock,"Black calfskin, gold and black enamel finish,Cherry red calfskin, gold and cherry red enamel finish",Home/Bags for her,"Small model chain bag in dark green calfskin, gold and dark green enamel-finish clasp, golden hot-stamped “Cartier” signature inside. One interior compartment, one zipped pocket, one flat pocket and one signature pocket with removable mirror. One pocket on the back. Lining: black lambskin. Dimensions: 150 mm high x 240 mm wide x 50 mm deep. Shoulder and cross-body carry.",,aeid5482,zl,L1002368,13.500,"Chain bag small model, Double C de Cartier",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/chain-bag-small-model-double-c-de-cartier_cod42247633208247036.html,Poland,bags
InStock,"Cherry red calfskin, gold and cherry red enamel finish,Pink",Home/Bags for her,"Mini model chain bag in dark green calfskin, gold and dark green enamel-finish clasp, golden hot-stamped “Cartier” signature inside. One interior compartment, six credit card slots, one flat pocket and one signature pocket with removable mirror. Lining: black lambskin. Removable chain. Dimensions: 120 mm high x 200 mm wide x 35 mm deep. Shoulder and cross-body carry.",,aeid5482,zl,L1002367,12.100,"Mini model chain bag, Double C de Cartier",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/mini-model-chain-bag-double-c-de-cartier_cod42247633208247033.html,Poland,bags
InStock,"Red,Black,Green",Home/Bags for her,"Mini model shoulder bag in two-tone pink/pale pink calfskin, palladium and pale pink enamel-finish clasp, silver hot-stamped “Cartier” signature inside. Three inside compartments, one flat pocket and one signature pocket with removable mirror. Lining: black lambskin. Dimensions: 160 mm high x 190 mm wide x 70 mm deep. Shoulder and cross-body carry.",,aeid5482,zl,L1002363,11.600,"Mini model shoulder bag, Double C de Cartier",aeid5482_cartier,2022-11-04 14:36:58.942461,https://www.cartier.com,https://www.cartier.com/en-pl/mini-model-shoulder-bag-double-c-de-cartier_cod42247633208247030.html,Poland,bags
