Availability,Available_Colors_OR_Size,Available_Size,Context_Identifier,Description,Price_Currency,Product_Price,Product_Title,Source,execution_id,feed_code,record_create_by,record_create_date,site,sku,source_country,type,urls
InStock,,Not_Available,Home/Art of Living/Personal accessories/Cufflinks,Santos de Cartier cufflinks in palladium-finish sterling silver 925/1000 and black lacquer. Head dimensions: 15 mm long x 15 mm wide x 2.5 mm thick.,USD,720.00,Santos de Cartier cufflinks,https://www.cartier.com/en-us/art-of-living/personal-accessories/cufflinks/santos-de-cartier-cufflinks-CROG000145.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000145,USA,Personal accessories,
InStock,"Black,Green,Blue,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish",Not_Available,Home/Art of Living/Personal accessories/Card & Coin Holders,"Black calfskin simple card holder. Exterior: embossed double C logo, stainless steel metal corners, two credit card pockets, one flat pocket. Dimensions: 70 mm high x 110 mm wide.",USD,195.00,"Simple Card Holder, Must de Cartier",https://www.cartier.com/en-us/art-of-living/personal-accessories/card-%26-coin-holders/simple-card-holder-must-de-cartier-CRL3001425.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRL3001425,USA,Personal accessories,
InStock,,Not_Available,Home/Art of Living/Personal accessories/Cufflinks,"
",USD,3250.00,#LOVE# cufflinks,https://www.cartier.com/en-us/art-of-living/personal-accessories/cufflinks/love-cufflinks-CROG000274.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000274,USA,Personal accessories,
InStock,"Black,Blue,Blue,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish,Burgundy calfskin, golden finish",Not_Available,Home/Art of Living/Personal accessories/Wallets,"Burgundy calfskin 6-credit card wallet. Exterior: embossed double C logo, gold-finish metal corners. Interior: burgundy calfskin, gold-colored Cartier logo, six credit card slots, two banknote pockets. Dimensions: 91 mm high x 119 mm wide. This model may be made in Italy or Portugal.",USD,465.00,"6-Credit Card Wallet, Must de Cartier",https://www.cartier.com/en-us/crl3001356-CRL3001356.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRL3001356,USA,Personal accessories,
InStock,Black,Not_Available,Home/Art of Living/Personal accessories/Wallets,"Wallet bag in red calfskin, golden garland motif. Interior: one zipped compartment, 3 flat pockets, 6 credit card slots, a signature pocket with removable mirror, and golden hot stamped “Cartier” signature. Lining: black calfskin. Dimensions: 190 mm high x 120 mm long x 35 mm deep. Shoulder carry with a detachable chain strap.",USD,1380.00,"Wallet Bag, Guirlande de Cartier",https://www.cartier.com/en-us/art-of-living/personal-accessories/wallets/wallet-bag-guirlande-de-cartier-CRL1002220.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRL1002220,USA,Personal accessories,
InStock,"Burgundy,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish",Not_Available,Home/Art of Living/Personal accessories/Card & Coin Holders,"Black calfskin 6-credit card wallet. Exterior: embossed double C logo, stainless steel metal corners, silver Cartier marking, six credit card pockets, one flat pocket. Dimensions: 85 mm high x 105 mm wide. This model may be made in Italy or Portugal.",USD,255.00,"Simple 6-Credit Card Holder, Must de Cartier",https://www.cartier.com/en-us/art-of-living/personal-accessories/card-%26-coin-holders/simple-6-credit-card-holder-must-de-cartier-CRL3001660.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRL3001660,USA,Personal accessories,
InStock,,Not_Available,Home/Art of Living/Personal accessories/Cufflinks,Santos de Cartier cufflinks in palladium-finish sterling silver 925/1000. Head dimensions: 15 mm long x 15 mm wide x 2.5 mm thick.,USD,510.00,Santos de Cartier cufflinks,https://www.cartier.com/en-us/art-of-living/personal-accessories/cufflinks/santos-de-cartier-cufflinks-CROG000163.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000163,USA,Personal accessories,
InStock,"Black,Black",Not_Available,Home/Art of Living/Personal accessories/Belts,"Belt with palladium-finish ardillon buckle, Cartier signature. Reversible black and brown cowhide strap, embossed “Cartier” marking. Dimensions: 35 mm wide x 1,230 mm long. Adjustable",USD,560.00,"Belt, Santos de Cartier",https://www.cartier.com/en-us/art-of-living/personal-accessories/belts/belt-santos-de-cartier-CRL5000607.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRL5000607,USA,Personal accessories,
InStock,"Burgundy,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, stainless steel finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish,Black calfskin, palladium finish",Not_Available,Home/Art of Living/Personal accessories/Card & Coin Holders,"Black calfskin 4-credit card holder. Exterior: embossed double C logo, stainless steel metal corners. Interior: burgundy calfskin, silver-colored Cartier marking, four credit card pockets, three flat pockets. Dimensions: 107 mm high x 71 mm wide. This model may be made in Italy or Portugal.",USD,305.00,"4-Credit Card Holder, Must de Cartier",https://www.cartier.com/en-us/art-of-living/personal-accessories/card-%26-coin-holders/4-credit-card-holder-must-de-cartier-CRL3001370.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRL3001370,USA,Personal accessories,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Panthère de Cartier box, large model, in lacquered wood, base and interior covered with beige fabric. Dimensions: W 21.5 x L 9.5 x H 6 cm",USD,1260.00,"Panthère de Cartier box, large model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/panthere-de-cartier-box-large-model-CROG000409.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000409,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,Set of two Panthère de Cartier bowls in Limoges porcelain with arabesques motif. Dimensions: D 11.5 cm x H 5.7 cm and D 13.7 cm x H 5.2 cm,USD,510.00,Set of two Panthère de Cartier bowls,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/set-of-two-panthere-de-cartier-bowls-CROG000848.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000848,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Set of three Panthère de Cartier trinket trays, small model, in Limoges porcelain with goat suede base. Dimensions: W 8 x L 8 x H 2 cm",USD,495.00,"Set of three Panthère de Cartier trinket trays, small model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/set-of-three-panthere-de-cartier-trinket-trays-small-model-CROG000616.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000616,USA,Home,
InStock,",,,,,,,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere",Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,"
Cartier Baby blue blanket in merino wool and cashmere featuring the mouse motif. Dimensions: W 140 x L 100 cm
",USD,930.00,Cartier Baby mouse blanket,https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/cartier-baby-mouse-blanket-CROS000044.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROS000044,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"
Panthère de Cartier blanket in merino wool and cashmere, hand-finished. Dimensions: W 190 x L 140 cm
",USD,1510.00,Panthère de Cartier blanket,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/panthere-de-cartier-blanket-CROS000088.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROS000088,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Pasha de Cartier watch and cufflink box in blue lacquered wood with silver-colored motif.
The watch and cufflinks are not sold with the box.
Dimensions: 131 x 131 x 105 cm",USD,2150.00,Pasha de Cartier watch and cufflink box,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/pasha-de-cartier-watch-and-cufflink-box-CROG000439.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000439,USA,Home,
InStock,,Not_Available,Home/Art of Living/Writing & Stationery/Notebooks & Agendas,"
Cartier Baby 100% cashmere blanket with panther motif. Size: L 117 x W 68 cm
",USD,1000.00,Cartier Baby panther blanket,https://www.cartier.com/en-us/art-of-living/writing-%26-stationery/notebooks-%26-agendas/cartier-baby-panther-blanket-CROG001046.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG001046,USA,Writing & Stationery,
InStock,",,,,,,,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere",Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,"
Cartier Baby beige blanket in merino wool and cashmere featuring the mouse motif. Dimensions: W 140 x L 100 cm
",USD,930.00,Cartier Baby mouse blanket,https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/cartier-baby-mouse-blanket-CROS000032.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROS000032,USA,Home,
OutOfStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"
Entrelacés de Cartier small box in Limoges porcelain. Dimensions: D 11 x H 4.3 cm
",USD,405.00,Entrelacés de Cartier small box,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/entrelaces-de-cartier-small-box-CROG000631.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000631,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Entrelacés de Cartier trinket tray, medium model, in Limoges porcelain with goat suede base. Dimensions: W 17 x L 17 x H 2.8 cm",USD,540.00,"Entrelacés de Cartier trinket tray, medium model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/entrelaces-de-cartier-trinket-tray-medium-model-CROG000456.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000456,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,"
Pair of spoons in sterling silver 925/1000 featuring the Cartier Baby rabbit motif. Dimensions: H 11 x W 2.4 cm.
",USD,475.00,Cartier Baby rabbit spoon pair,https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/cartier-baby-rabbit-spoon-pair-CROG000376.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000376,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Panthère de Cartier trinket tray, medium model, in Limoges porcelain with goat suede base. Dimensions: W 17 x L 17 x H 3 cm",USD,550.00,"Panthère de Cartier trinket tray, medium model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/panthere-de-cartier-trinket-tray-medium-model-CROG000405.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000405,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Entrelacés de Cartier jewelry box, medium model, in lacquered wood, interior covered with fabric. Dimensions: W 13 x L 13 x H 10.5 cm",USD,2270.00,"Entrelacés de Cartier jewelry box, medium model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/entrelaces-de-cartier-jewelry-box-medium-model-CROG000621.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000621,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Panthère de Cartier trinket tray, medium model, in Limoges porcelain with green arabesques motif, goat suede base. Dimensions: W 6.7” x L 6.7” x H 1.2”",USD,590.00,"Panthère de Cartier trinket tray, medium model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/panthere-de-cartier-trinket-tray-medium-model-CROG000824.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000824,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Checkers set, lacquered wood board with panther motif, beige textile-lined base, marble pieces. Dimensions: W 30 x L 30 x H 3 cm",USD,3100.00,Checkers set with panther motif,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/checkers-set-with-panther-motif-CROG000608.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000608,USA,Home,
InStock,,Not_Available,Home/Art of Living/Personal accessories/Cufflinks,"Double C de Cartier logo cufflinks with Sunray motif in palladium-finish sterling silver 925/1000.
Head dimensions: 16 mm.",USD,390.00,Double C de Cartier cufflinks with silver Sunray motif,https://www.cartier.com/en-us/art-of-living/personal-accessories/cufflinks/double-c-de-cartier-cufflinks-with-silver-sunray-motif-CROG000562.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000562,USA,Personal accessories,
InStock,,Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,Cartier Baby cutlery set with metal fork and spoon embellished with decorative panther spots. Size: spoon L 13 x W 0.3 cm; fork L 13 x W 0.25 cm,USD,285.00,Cartier Baby panther cutlery set,https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/cartier-baby-panther-cutlery-set-CROG000791.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000791,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Set of two Diabolo de Cartier trinket trays, small model, in Limoges porcelain with goat suede base. Dimensions: W 8 x L 8 x H 2 cm",USD,630.00,"Set of four Diabolo de Cartier trinket trays, small model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/set-of-four-diabolo-de-cartier-trinket-trays-small-model-CROG000476.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000476,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Set of four Panthère de Cartier trinket trays, small model, in Limoges porcelain with goat suede base. Dimensions: W 8 x L 8 x H 2 cm",USD,630.00,"Set of four Panthère de Cartier trinket trays, small model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/set-of-four-panthere-de-cartier-trinket-trays-small-model-CROG000406.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000406,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Diabolo de Cartier trinket tray, medium model, in Limoges porcelain with goat suede base. Dimensions: W 17 x L 17 x H 2.8 cm",USD,550.00,"Diabolo de Cartier trinket tray, medium model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/diabolo-de-cartier-trinket-tray-medium-model-CROG000489.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000489,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Diabolo de Cartier candle holder in Limoges porcelain. Base covered in beige goat suede. Candle not sold, suitable for 22 mm-diameter candles.
Dimensions: 72 mm diameter, 46 mm height",USD,360.00,Diabolo de Cartier candle holder,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/diabolo-de-cartier-candle-holder-CROG000683.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000683,USA,Home,
OutOfStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"
Pasha de Cartier ashtray in white porcelain with blue and silver-colored motif.
Dimensions: 160 x 195 mm
",USD,540.00,Pasha de Cartier ashtray,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/pasha-de-cartier-ashtray-CROG000443.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000443,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"
Entrelacés de Cartier stole in 100% cashmere. Dimensions: W 120 x L 170 cm
",USD,1190.00,Entrelacés de Cartier stole,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/entrelaces-de-cartier-stole-CROS000082.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROS000082,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"
Set of three Diabolo de Cartier Christmas ornaments made of glass and porcelain. Dimensions: D 8 cm
",USD,1230.00,Diabolo de Cartier Christmas decorations,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/diabolo-de-cartier-christmas-decorations-CROG000493.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000493,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,"Diabolo de Cartier box, medium model, in lacquered wood and lacquered gold-finish metal. Dimensions: W 7.8 x L 7.8 x H 5.6 cm",USD,1020.00,"Diabolo de Cartier box, medium model",https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/diabolo-de-cartier-box-medium-model-CROG000490.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000490,USA,Home,
InStock,"Porcelain,Porcelain",Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,"Cartier Baby 3-piece crockery set with porcelain cup, soup dish and bowl embellished with decorative panther spots.
Sizes: soup dish W 19 x H 6.5 cm; bowl W 14.7 x H 8.5 cm; cup W 9.2 x H 8.8 cm",USD,1190.00,Cartier Baby 3-piece panther set,https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/cartier-baby-3-piece-panther-set-CROG000790.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000790,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"
Panthère de Cartier blanket in merino wool and cashmere, hand-finished. Dimensions: W 72.8” x L 55”
",USD,1550.00,Panthère de Cartier blanket,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/panthere-de-cartier-blanket-CROG000838.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000838,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Entrelacés de Cartier three watch and cufflink box, large model, in lacquered wood, base and interior covered with fabric. Dimensions: W 28.2 x L 19 x H 10.4 cm",USD,3500.00,"Entrelacés de Cartier three watch and cufflink box, large model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/entrelaces-de-cartier-three-watch-and-cufflink-box-large-model-CROG000625.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000625,USA,Home,
InStock,",,,,,,,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere,Merino wool and cashmere",Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,"
Cartier Baby pink blanket in merino wool and cashmere featuring the butterfly motif. Dimensions: W 140 x L 100 cm
",USD,930.00,Cartier Baby butterfly blanket,https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/cartier-baby-butterfly-blanket-CROS000037.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROS000037,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"
Panthère de Cartier blanket in merino wool and cashmere, hand-finished. Dimensions: W 190 x L 140 cm
",USD,1510.00,Panthère de Cartier blanket,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/panthere-de-cartier-blanket-CROS000087.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROS000087,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,"
Diabolo de Cartier snow globe in glass, lacquered gold-finish metal. Dimensions: D 8 x H 11 cm
",USD,1780.00,Diabolo de Cartier snow globe,https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/diabolo-de-cartier-snow-globe-CROG000492.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000492,USA,Home,
OutOfStock,,Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,"Double C tea set comprised of a teapot and 4 porcelain fine bone China teacups.
Size: Teapot: 10 x 7.5 cm
4 teacups: 6.4 x 3.3 cm",USD,1370.00,Double C tea set,https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/double-c-tea-set-CROG000638.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000638,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,Set of two small Panthère de Cartier trinket trays in Limoges porcelain with green and blue arabesques motif and goat suede base. Dimensions: W 3.1” x L 3.1” x H 0.9”,USD,415.00,"Set of two Panthère de Cartier trinket trays, small model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/set-of-two-panthere-de-cartier-trinket-trays-small-model-CROG000825.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000825,USA,Home,
OutOfStock,,Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,"
Spoon in sterling silver 925/1000 featuring the Cartier Baby rabbit motif. Dimensions: W 3 x H 10.5 cm
",USD,320.00,Cartier Baby rabbit spoon,https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/cartier-baby-rabbit-spoon-CROG000429.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000429,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"
Panthère de Cartier oval trinket tray in Limoges porcelain with goat suede base. Dimensions: W 21.5 x L 9.5 x H 2.5 cm
",USD,670.00,Panthère de Cartier trinket tray,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/panthere-de-cartier-trinket-tray-CROG000410.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000410,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"
Entrelacés de Cartier stole in 100% cashmere. Dimensions: W 120 x L 170 cm
",USD,1190.00,Entrelacés de Cartier stole,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/entrelaces-de-cartier-stole-CROS000081.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROS000081,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Diabolo de Cartier box in Limoges porcelain. Motif on the outside, as well as a case on the inside at the bottom center of the box. Panther sculpture on the lid. Can be used to display food, or in a bathroom for cotton wool or other accessories.
Dimensions: L 106 mm x H 90 mm",USD,820.00,Diabolo de Cartier box,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/diabolo-de-cartier-box-CROG000678.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000678,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Pasha de Cartier watch and cufflink box in black lacquered wood with gold-colored motif.
The watch and cufflinks are not sold with the box.
Dimensions: 131 x 131 x 105 cm",USD,2150.00,Pasha de Cartier watch and cufflink box,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/pasha-de-cartier-watch-and-cufflink-box-CROG000440.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000440,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Entrelacés de Cartier jewelry box, XL model, in lacquered wood, interior covered with fabric. Dimensions: W 32.8 x L 26 x H 18.7 cm",USD,4200.00,"Entrelacés de Cartier jewelry box, XL model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/entrelaces-de-cartier-jewelry-box-xl-model-CROG000623.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000623,USA,Home,
OutOfStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"Set of three Pasha de Cartier trinket trays in black porcelain with black and gold-colored motif.
Dimensions: 80 x 80 mm",USD,510.00,Set of three Pasha de Cartier trinket trays,https://www.cartier.com/en-us/art-of-living/home/decorative-objects/set-of-three-pasha-de-cartier-trinket-trays-CROG000442.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000442,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Decorative Objects,"
Panthère de Cartier pot in Limoges porcelain with blue arabesques motif. Dimensions: D 3.5” x H 3.9”
",USD,465.00,"Panthère de Cartier pot, small model",https://www.cartier.com/en-us/art-of-living/home/decorative-objects/panthere-de-cartier-pot-small-model-CROG000829.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000829,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,"
Diabolo de Cartier box, small model, in lacquered wood and lacquered gold-finish metal. Dimensions: W 4 x L 4 x H 3 cm
",USD,590.00,"Diabolo de Cartier box, small model",https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/diabolo-de-cartier-box-small-model-CROG000491.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000491,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,"Diabolo de Cartier music box, in lacquered wood and lacquered gold-finish metal. Plays La Vie en Rose. Embellishments on the box lid in lacquered metal. Mirror on the inside of the lid and freed bird motif that turns when the melody plays. Key to wind the mechanism.
Dimensions: W 13 x L 13 x H 10.5 cm",USD,3500.00,Diabolo de Cartier music box,https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/diabolo-de-cartier-music-box-CROG000494.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000494,USA,Home,
InStock,,Not_Available,Home/Art of Living/Home/Baby Gifts & Toys,Cartier Baby cutlery set with metal fork and spoon embellished with decorative panther spots. Size: spoon L 13 x W 0.3 cm; fork L 13 x W 0.25 cm,USD,285.00,Cartier Baby panther cutlery set,https://www.cartier.com/en-us/art-of-living/home/baby-gifts-%26-toys/cartier-baby-panther-cutlery-set-CROG000796.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CROG000796,USA,Home,
