Availability,Available_Colors_OR_Size,Available_Size,Context_Identifier,Description,Price_Currency,Product_Price,Product_Title,Source,execution_id,feed_code,record_create_by,record_create_date,site,sku,source_country,type,urls
InStock,,Not_Available,Home/Jewelry/Necklaces/Panthère de Cartier,"Panthère de Cartier necklace, 18K yellow gold (750/1000), set with tsavorite garnets and an onyx nose. Length: 65.7cm. Width of the motif: 27.2 mm. Thickness of the motif: 17.13 mm. Length of the motif: 30.3 mm.",USD,20300.00,Panthère de Cartier necklace,https://www.cartier.com/en-us/jewelry/necklaces/panthere-de-cartier/panthere-de-cartier-necklace-CRN7424210.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRN7424210,USA,Necklaces,
InStock,"White Gold,Pink Gold",Not_Available,Home/Jewelry/Bracelets,"Cartier d'Amour bracelet, 18K yellow gold (750/1000), set with a brilliant-cut diamond totaling 0.09 carat. Thickness: 1.9 mm. Diameter of the pattern: 4.5 mm. Length: 165 to 185 mm (for size 17).",USD,1210.00,"Cartier d'Amour bracelet, small model",https://www.cartier.com/en-us/jewelry/bracelets/cartier-damour-bracelet-small-model-CRB6043300.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB6043300,USA,Bracelets,
InStock,"Yellow Gold,Pink Gold,White gold","44 mm (US 3) - NOTIFY ME WHEN AVAILABLE,45 mm (US 3¼),46 mm (US 3¾) - NOTIFY ME WHEN AVAILABLE,47 mm (US 4),48 mm (US 4½),49 mm (US 4¾),50 mm (US 5¼),51 mm (US 5¾),52 mm (US 6),53 mm (US 6¼),54 mm (US 6¾),55 mm (US 7¼),56 mm (US 7½) ,57 mm (US 8),58 mm (US 8¼),59 mm (US 8¾),60 mm (US 9),61 mm (US 9½),62 mm (US 10),63 mm (US 10¼),64 mm (US 10¾)",Home/Jewelry/Rings,"ring, 18K white gold (750/1000), set with 3 brilliant-cut diamonds totaling 0.22 carats. Width: 5.5 mm (for size 52).",USD,4100.00,"#LOVE# ring, 3 diamonds",https://www.cartier.com/en-us/jewelry/rings/love-ring-3-diamonds-CRB4032500.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB4032500,USA,Rings,
InStock,,Not_Available,Home/Jewelry/Earrings,"earrings, 18K rose gold (750/1000). Width: 2.65mm. Inner diameter 10mm.",USD,1950.00,#LOVE# earrings,https://www.cartier.com/en-us/jewelry/earrings/love-earrings-CRB8029000.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB8029000,USA,Earrings,
InStock,Yellow Gold,"15 cm,16 cm,17 cm,18 cm,19 cm,20 cm",Home/Jewelry/Bracelets,"bracelet size, please visit our Bracelet Sizing Chart. Add one centimeter to your size for a tight fit, or two centimeters for a looser fit.",USD,9550.00,"#LOVE# bracelet, small model, 10 diamonds",https://www.cartier.com/en-us/jewelry/bracelets/love-bracelet-small-model-10-diamonds-B6048017.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,B6048017,USA,Bracelets,
InStock,,Not_Available,Home/Jewelry/Earrings,"earring, 18K white gold (750/1000), set with 12 brilliant-cut diamonds totaling 0.05 carat. Diameter: 12 mm. Sold individually.",USD,1920.00,#LOVE# single earring,https://www.cartier.com/en-us/jewelry/earrings/love-single-earring-CRB8301424.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB8301424,USA,Earrings,
InStock,"Rose gold, diamonds",Not_Available,Home/Jewelry/Earrings,"Clash de Cartier earrings, small model, 18K rose gold (750/1000). Width: 6.4mm. Inner diameter: 16.2mm",USD,4100.00,Clash de Cartier earrings Small Model,https://www.cartier.com/en-us/jewelry/earrings/clash-de-cartier-earrings-small-model-CRB8301415.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB8301415,USA,Earrings,
InStock,,Not_Available,Home/Jewelry/Earrings,"single earring, 18K yellow gold (750/1000). Diameter 6 mm. Sold individually.",USD,550.00,#LOVE# single earring,https://www.cartier.com/en-us/jewelry/earrings/love-single-earring-CRB8301421.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB8301421,USA,Earrings,
InStock,Yellow Gold,"15 cm - NOTIFY ME WHEN AVAILABLE,16 cm,17 cm,18 cm,19 cm,20 cm,21 cm - NOTIFY ME WHEN AVAILABLE",Home/Jewelry/Bracelets/LOVE,"bracelet, 18K rose gold (750/1000), set with 204 brilliant-cut diamonds totaling 1.99 carats. Width: 6.7 mm. Thickness: 3 mm (for size 17).",USD,44500.00,"#LOVE# bracelet, diamond-paved",https://www.cartier.com/en-us/jewelry/bracelets/love/love-bracelet-diamond-paved-N6036917.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,N6036917,USA,Bracelets,
InStock,,"55 mm (US 7¼) - NOTIFY ME WHEN AVAILABLE,56 mm (US 7½),57 mm (US 8),58 mm (US 8¼),59 mm (US 8¾),60 mm (US 9),61 mm (US 9½),62 mm (US 10),63 mm (US 10¼),64 mm (US 10¾),65 mm (US 11),66 mm (US 11½) - NOTIFY ME WHEN AVAILABLE,67 mm (US 11¾) - NOTIFY ME WHEN AVAILABLE, 68 mm (US 12¼) - NOTIFY ME WHEN AVAILABLE,69 mm (US 12½) - NOTIFY ME WHEN AVAILABLE,70 mm (US 13) - NOTIFY ME WHEN AVAILABLE,71 mm (US 13¼) - NOTIFY ME WHEN AVAILABLE,72 mm (US 13¾)",Home/Jewelry/Wedding bands/Cartier d'Amour,"Cartier d'Amour wedding band, width 5 mm, platinum 950/1000 (for size 52).",USD,2670.00,Cartier d'Amour wedding band,https://www.cartier.com/en-us/jewelry/wedding-bands/cartier-damour/cartier-damour-wedding-band-CRB4224200.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB4224200,USA,Wedding bands,
InStock,,Not_Available,Home/Jewelry/Necklaces,"Trinity necklace, 18K white gold (750/1000), 18K yellow gold (750/1000), 18K rose gold (750/1000), set with 33 diamonds totaling 0.20 carats, 18K rose gold (750/1000) chain.",USD,4250.00,Trinity necklace,https://www.cartier.com/en-us/jewelry/necklaces/trinity-necklace-CRB7224586.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB7224586,USA,Necklaces,
InStock,"White Gold,Yellow Gold,Rose gold","15 cm,16 cm,17 cm,18 cm ,19 cm,20 cm",Home/Jewelry/Bracelets,"Juste un Clou bracelet, classic, 18K rose gold (750/1000), set with 32 brilliant-cut diamonds totaling 0.58 carat. Width: 3.5 mm (for size 17).",USD,12500.00,Juste un Clou bracelet,https://www.cartier.com/en-us/jewelry/bracelets/juste-un-clou-bracelet-B6048517.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,B6048517,USA,Bracelets,
InStock,"White Gold,Yellow Gold,Rose gold, diamond",Not_Available,Home/Jewelry/Necklaces,"Cartier d'Amour necklace, 18K rose gold (750/1000), set with a brilliant-cut diamond totaling 0.04 carat. Diameter of the pattern: 3.79 mm. Chain length: 380 to 410 mm.",USD,870.00,Cartier d'Amour necklace XS,https://www.cartier.com/en-us/jewelry/necklaces/cartier-damour-necklace-xs-CRB7224516.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB7224516,USA,Necklaces,
InStock,"White Gold,White gold, yellow gold, rose gold,White gold, yellow gold, rose gold, diamonds","46 mm (US 3¾),47 mm (US 4),48 mm (US 4½),49 mm (US 4¾),50 mm (US 5¼),51 mm (US 5¾),52 mm (US 6),53 mm (US 6¼),54 mm (US 6¾),55 mm (US 7¼),56 mm (US 7½),57 mm (US 8) - NOTIFY ME WHEN AVAILABLE,58 mm (US 8¼) - NOTIFY ME WHEN AVAILABLE,59 mm (US 8¾) - NOTIFY ME WHEN AVAILABLE,60 mm (US 9),61 mm (US 9½) - NOTIFY ME WHEN AVAILABLE,62 mm (US 10),63 mm (US 10¼) - NOTIFY ME WHEN AVAILABLE,64 mm (US 10¾)",Home/Jewelry/Rings/Trinity,"Trinity ring, small model, 18K white gold (750/1000), 18K rose gold (750/1000), 18K yellow gold (750/1000), set with 102 brilliant-cut diamonds totaling 0.46 carat. All-gold ring width: 2.8 mm. Paved ring width: 2.9 mm (for size 52).",Not_Available,Not_Available,"Trinity ring, small model",https://www.cartier.com/en-us/jewelry/rings/trinity/trinity-ring-small-model-CRB4086000.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB4086000,USA,Rings,
InStock,"White Gold,Yellow Gold",Not_Available,Home/Jewelry/Necklaces,"necklace, 18K rose gold (750/1000). Inner diameter 8mm. Chain length: 440mm.",USD,2380.00,#LOVE# necklace,https://www.cartier.com/en-us/jewelry/necklaces/love-necklace-CRB7212300.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB7212300,USA,Necklaces,
InStock,,42,Home/Jewelry/Necklaces/Panthère de Cartier,"Panthère de Cartier necklace, 18K white gold, onyx, set with 2 emeralds and 135 brilliant-cut diamonds totaling 1.15 carat.",USD,25000.00,Panthère de Cartier necklace,https://www.cartier.com/en-us/jewelry/necklaces/panthere-de-cartier-necklace-CRN7424342.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRN7424342,USA,Necklaces,
InStock,"White Gold,Pink Gold","46 mm (US 3¾),47 mm (US 4),48 mm (US 4½),49 mm (US 4¾),50 mm (US 5¼),51 mm (US 5¾),52 mm (US 6),53 mm (US 6¼),54 mm (US 6¾) ,55 mm (US 7¼),56 mm (US 7½),57 mm (US 8),58 mm (US 8¼),59 mm (US 8¾),60 mm (US 9) - NOTIFY ME WHEN AVAILABLE,61 mm (US 9½),62 mm (US 10),63 mm (US 10¼),64 mm (US 10¾)",Home/Jewelry/Rings,"Juste un Clou ring, 18K yellow gold (750/1000), set with 22 brilliant-cut diamonds totaling 0.13 carats. Width: 2.65 mm (for size 52).",USD,4200.00,Juste un Clou ring,https://www.cartier.com/en-us/jewelry/rings/juste-un-clou-ring-CRB4216900.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB4216900,USA,Rings,
InStock,"Pink Gold,Platinum","44 mm (US 3),45 mm (US 3¼),46 mm (US 3¾),47 mm (US 4),48 mm (US 4½),49 mm (US 4¾),50 mm (US 5¼),51 mm (US 5¾),52 mm (US 6),53 mm (US 6¼),54 mm (US 6¾),55 mm (US 7¼),56 mm (US 7½),57 mm (US 8),58 mm (US 8¼),59 mm (US 8¾),60 mm (US 9),61 mm (US 9½),62 mm (US 10),63 mm (US 10¼) - NOTIFY ME WHEN AVAILABLE,64 mm (US 10¾),65 mm (US 11) - NOTIFY ME WHEN AVAILABLE,66 mm (US 11½),67 mm (US 11¾) - NOTIFY ME WHEN AVAILABLE,68 mm (US 12¼) - NOTIFY ME WHEN AVAILABLE,69 mm (US 12½) - NOTIFY ME WHEN AVAILABLE,70 mm (US 13) - NOTIFY ME WHEN AVAILABLE,71 mm (US 13¼) - NOTIFY ME WHEN AVAILABLE,72 mm (US 13¾) - NOTIFY ME WHEN AVAILABLE",Home/Jewelry/Wedding bands/1895,"1895 wedding band, width 2.6 mm, 18K yellow gold (750/1000), set with a brilliant-cut diamond of 0.01 carat (for size 52).",USD,900.00,1895 wedding band,https://www.cartier.com/en-us/jewelry/wedding-bands/1895/1895-wedding-band-CRB4057600.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB4057600,USA,Wedding bands,
InStock,"Pink Gold,Yellow Gold","15,16,17,18,19,20",Home/Jewelry/Bracelets/LOVE,"LOVE bracelet, white gold 750/1000, set with 10 brilliant-cut diamonds totaling 0.96 carats. Comes with a screwdriver. Width: 6.1 mm. Created in New York in 1969, the LOVE bracelet is an icon of jewelry design: a close fitting, oval bracelet composed of two rigid arcs which is worn on the wrist and removed using a specific screwdriver. The closure is designed with two functional screws placed on either side of the bracelet: you will need help to open or close it. To determine the size of your LOVE bracelet, measure your wrist, adding one centimeter to your size for a tighter fit, or two centimeters for a looser fit.",USD,17200.00,"#LOVE# bracelet, 10 diamonds",https://www.cartier.com/en-us/jewelry/bracelets/love/love-bracelet-10-diamonds-B6070417.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,B6070417,USA,Bracelets,
InStock,"Yellow Gold,Pink Gold",Not_Available,Home/Jewelry/Necklaces,"necklace, 18K white gold (750/1000). Inner diameter 8mm. Chain length: 440mm.",USD,2540.00,#LOVE# necklace,https://www.cartier.com/en-us/jewelry/necklaces/love-necklace-CRB7212500.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB7212500,USA,Necklaces,
InStock,"White Gold,Yellow Gold,Rose gold, diamond",Not_Available,Home/Jewelry/Necklaces,"Cartier d'Amour necklace, small model, 18K rose gold (750/1000), set with a brilliant-cut diamond totaling 0.09 carat. Diameter of the pattern: 4.5 mm. Chain length: 380 to 410 mm.",USD,1260.00,"Cartier d'Amour necklace, small model",https://www.cartier.com/en-us/jewelry/necklaces/cartier-damour-necklace-small-model-CRB7215700.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB7215700,USA,Necklaces,
InStock,"Platinum,Yellow gold,Yellow gold","43 - NOTIFY ME WHEN AVAILABLE,44 mm (US 3),45 mm (US 3¼),46 mm (US 3¾),47 mm (US 4),48 mm (US 4½),49 mm (US 4¾),50 mm (US 5¼),51 mm (US 5¾),52 mm (US 6),53 mm (US 6¼),54 mm (US 6¾),55 mm (US 7¼),56 mm (US 7½),57 mm (US 8),58 mm (US 8¼),59 mm (US 8¾),60 mm (US 9),61 mm (US 9½),62 mm (US 10),63 mm (US 10¼) ,64 mm (US 10¾),65 mm (US 11),66 mm (US 11½),67 mm (US 11¾),68 mm (US 12¼),69 mm (US 12½),70 mm (US 13) - NOTIFY ME WHEN AVAILABLE,71 mm (US 13¼),72 mm (US 13¾)",Home/Jewelry/Wedding bands/1895,"1895 wedding band, width 4 mm, 18K yellow gold (750/1000) (for size 52).",USD,1220.00,1895 wedding band,https://www.cartier.com/en-us/jewelry/wedding-bands/1895/1895-wedding-band-CRB4031300.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB4031300,USA,Wedding bands,
InStock,"White Gold,Pink Gold,Yellow gold","15 cm,16 cm,17 cm,18 cm,19 cm,20 cm - NOTIFY ME WHEN AVAILABLE",Home/Jewelry/Bracelets/LOVE,"bracelet size, please visit our Bracelet Sizing Chart. Add one centimeter to your size for a tight fit, or two centimeters for a looser fit.",USD,27400.00,"#LOVE# bracelet, small model, paved",https://www.cartier.com/en-us/jewelry/bracelets/love/love-bracelet-small-model-paved-N6710617.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,N6710617,USA,Bracelets,
InStock,Yellow Gold,Not_Available,Home/Jewelry/Necklaces,"necklace, 18K white gold (750/1000), set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm. Chain length: 392 mm.",USD,2630.00,"#LOVE# necklace, 2 diamonds",https://www.cartier.com/en-us/jewelry/necklaces/love-necklace-2-diamonds-CRB7219400.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB7219400,USA,Necklaces,
InStock,White Gold,Not_Available,Home/Jewelry/Earrings,"Juste un Clou hoop earrings, 18K yellow gold (750/1000). Width: 1.8mm. Inner diameter 12.75mm.",USD,2880.00,Juste un Clou earrings,https://www.cartier.com/en-us/jewelry/earrings/juste-un-clou-earrings-CRB8301235.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB8301235,USA,Earrings,
InStock,,"16 cm,17 cm - NOTIFY ME WHEN AVAILABLE,18 cm,19 cm,20 cm,21 cm",Home/Jewelry/Bracelets/Juste un Clou,"Juste un Clou bracelet, medium model, 18K yellow gold (750/1000)",USD,11700.00,"Juste un Clou bracelet, medium model",https://www.cartier.com/en-us/jewelry/bracelets/juste-un-clou/juste-un-clou-bracelet-medium-model-B6069517.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,B6069517,USA,Bracelets,
InStock,,Not_Available,Home/Jewelry/Bracelets,"Santos-Dumont chain bracelet, 18K yellow gold (750/1000). Thickness: 2 mm. Length: 192 to 205 mm (for size 17).",USD,3350.00,Santos de Cartier bracelet,https://www.cartier.com/en-us/jewelry/bracelets/santos-de-cartier-bracelet-CRB6021300.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB6021300,USA,Bracelets,
InStock,White Gold,"15 cm,16 cm,17 cm,18 cm,19 cm,20 cm",Home/Jewelry/Bracelets,"bracelet size, please visit our Bracelet Sizing Chart. Add one centimeter to your size for a tight fit, or two centimeters for a looser fit.",USD,8900.00,"#LOVE# bracelet, small model, 10 diamonds",https://www.cartier.com/en-us/jewelry/bracelets/love-bracelet-small-model-10-diamonds-B6047917.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,B6047917,USA,Bracelets,
InStock,"White Gold,Pink Gold,Yellow gold, diamonds",Not_Available,Home/Jewelry/Earrings,"Cartier d'Amour earrings, 18K yellow gold (750/1000), each set with a brilliant-cut diamond totaling 0.08 carat. Diameter of the pattern: 3.78 mm. Thickness: 2.12 mm.",USD,1090.00,Cartier d'Amour earrings XS,https://www.cartier.com/en-us/jewelry/earrings/cartier-damour-earrings-xs-CRB8301215.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB8301215,USA,Earrings,
InStock,3-gold,"46 mm (US 3¾),47 mm (US 4),48 mm (US 4½),49 mm (US 4¾),50 mm (US 5¼),51 mm (US 5¾),52 mm (US 6),53 mm (US 6¼),54 mm (US 6¾),55 mm (US 7¼),56 mm (US 7½),57 mm (US 8),58 mm (US 8¼),59 mm (US 8¾),60 mm (US 9) ,61 mm (US 9½),62 mm (US 10),63 mm (US 10¼),64 mm (US 10¾),65 mm (US 11) - NOTIFY ME WHEN AVAILABLE,66 mm (US 11½) - NOTIFY ME WHEN AVAILABLE,67 mm (US 11¾),68 mm (US 12¼),69 mm (US 12½),70 mm (US 13),71 mm (US 13¼),72 mm (US 13¾)",Home/Jewelry/Rings/Trinity,"Trinity, medium model ring, 18K white gold (750/1000), black ceramic. Width: 3.53 mm (for size 52).",USD,1400.00,"Trinity ring, classic ceramic",https://www.cartier.com/en-us/jewelry/rings/trinity/trinity-ring-classic-ceramic-CRB4095600.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB4095600,USA,Rings,
InStock,White Gold,"16 cm,17 cm,18 cm,19 cm,20 cm,21 cm",Home/Jewelry/Bracelets,"bracelet, 18K rose gold (750/1000). Width: 6.2 mm (for size 17).",USD,4950.00,#LOVE# bracelet,https://www.cartier.com/en-us/jewelry/bracelets/love-bracelet-B6032617.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,B6032617,USA,Bracelets,
InStock,"White Gold,Pink Gold,Yellow gold,Yellow gold, diamond,Yellow gold, diamonds","46 mm (US 3¾),47 mm (US 4),48 mm (US 4½),49 mm (US 4¾),50 mm (US 5¼),51 mm (US 5¾),52 mm (US 6),53 mm (US 6¼),54 mm (US 6¾),55 mm (US 7¼),56 mm (US 7½),57 mm (US 8),58 mm (US 8¼),59 mm (US 8¾) - NOTIFY ME WHEN AVAILABLE,60 mm (US 9),61 mm (US 9½) - NOTIFY ME WHEN AVAILABLE,62 mm (US 10),63 mm (US 10¼) - NOTIFY ME WHEN AVAILABLE,64 mm (US 10¾)",Home/Jewelry/Wedding bands/Love,"wedding band, 18K yellow gold (750/1000), set with 88 brilliant-cut diamonds totaling 0.31 carats (for size 52). 4 mm to 5 mm width following metrics.",USD,7300.00,"#LOVE# wedding band, diamond-paved",https://www.cartier.com/en-us/jewelry/wedding-bands/love/love-wedding-band-diamond-paved-CRB4083300.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB4083300,USA,Wedding bands,
InStock,,"40,42",Home/Jewelry/Necklaces/Diamond Collection,"Essential Lines necklace, 18K white gold (750/1000), set with 135 brilliant-cut diamonds totaling 7.41 carats.",Not_Available,Not_Available,Essential Lines necklace,https://www.cartier.com/en-us/jewelry/necklaces/diamond-collection/essential-lines-necklace-N7424155.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,N7424155,USA,Necklaces,
InStock,"White Gold,Yellow gold","46,47,48 - NOTIFY ME WHEN AVAILABLE,49 - NOTIFY ME WHEN AVAILABLE,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65 - NOTIFY ME WHEN AVAILABLE,66 - NOTIFY ME WHEN AVAILABLE,67 - NOTIFY ME WHEN AVAILABLE,68 - NOTIFY ME WHEN AVAILABLE,69,70 - NOTIFY ME WHEN AVAILABLE,71 - NOTIFY ME WHEN AVAILABLE,72",Home/Jewelry/Rings,"ring, 18K yellow gold (750/1000). Width: 11 mm. Thickness: 1.3 mm (for size 52).",USD,3600.00,#LOVE# ring,https://www.cartier.com/en-us/jewelry/rings/love-ring-CRB4227800.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB4227800,USA,Rings,
InStock,"White Gold,Pink Gold,Yellow gold, diamonds",Not_Available,Home/Jewelry/Necklaces,"necklace, 18K yellow gold (750/1000). Inner diameter 16mm. Chain length: 420mm.",USD,3600.00,#LOVE# necklace,https://www.cartier.com/en-us/jewelry/necklaces/love-necklace-CRB7014200.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB7014200,USA,Necklaces,
InStock,Yellow Gold,"15,16,17,18,19,20",Home/Jewelry/Bracelets/LOVE,"LOVE bracelet, 18K rose gold (750/1000), set with 4 brilliant-cut diamonds totaling 0.42 carats. Comes with a screwdriver. Width: 6.1 mm. Created in New York in 1969, the LOVE bracelet is an icon of jewelry design: a close fitting, oval bracelet composed of two rigid arcs which is worn on the wrist and removed using a specific screwdriver. The closure is designed with two functional screws placed on either side of the bracelet: you will need help to open or close it. To determine the size of your LOVE bracelet, measure your wrist, adding one centimeter to your size for a tighter fit, or two centimeters for a looser fit.",USD,11100.00,"#LOVE# bracelet, 4 diamonds",https://www.cartier.com/en-us/jewelry/bracelets/love/love-bracelet-4-diamonds-B6069917.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,B6069917,USA,Bracelets,
InStock,,"15 cm,16 cm,17 cm,18 cm,19 cm - NOTIFY ME WHEN AVAILABLE",Home/Jewelry/Bracelets/Panthère de Cartier,"Panthère de Cartier bracelet, 18K yellow gold (750/1000), tsavorite garnets, onyx. Width: 6.5 mm. Thickness: 3.8 mm (for size 17). Width of the pattern according to metrics: 8.13 to 8.67 mm.",USD,11500.00,Panthère de Cartier bracelet,https://www.cartier.com/en-us/jewelry/bracelets/panthere-de-cartier/panthere-de-cartier-bracelet-N6706117.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,N6706117,USA,Bracelets,
InStock,"White gold, yellow gold, rose gold,White gold, yellow gold, rose gold, diamonds","44 mm (US 3) - NOTIFY ME WHEN AVAILABLE,45 mm (US 3¼) - NOTIFY ME WHEN AVAILABLE,46 mm (US 3¾),47 mm (US 4) - NOTIFY ME WHEN AVAILABLE,48 mm (US 4½),49 mm (US 4¾),50 mm (US 5¼) - NOTIFY ME WHEN AVAILABLE,51 mm (US 5¾) - NOTIFY ME WHEN AVAILABLE,52 mm (US 6) - NOTIFY ME WHEN AVAILABLE,53 mm (US 6¼) - NOTIFY ME WHEN AVAILABLE,54 mm (US 6¾) - NOTIFY ME WHEN AVAILABLE,55 mm (US 7¼) - NOTIFY ME WHEN AVAILABLE,56 mm (US 7½) - NOTIFY ME WHEN AVAILABLE,57 mm (US 8) - NOTIFY ME WHEN AVAILABLE,58 mm (US 8¼) - NOTIFY ME WHEN AVAILABLE,59 mm (US 8¾) - NOTIFY ME WHEN AVAILABLE,60 mm (US 9) - NOTIFY ME WHEN AVAILABLE,61 mm (US 9½) - NOTIFY ME WHEN AVAILABLE,62 mm (US 10) - NOTIFY ME WHEN AVAILABLE,63 mm (US 10¼) - NOTIFY ME WHEN AVAILABLE,64 mm (US 10¾) - NOTIFY ME WHEN AVAILABLE",Home/Jewelry/Rings/Trinity,"Trinity ring, large model, 18K white gold (750/1000), 18K rose gold (750/1000), 18K yellow gold (750/1000), set with 387 brilliant-cut diamonds totaling 4.64 carats (for size 52).",Not_Available,Not_Available,"Trinity ring, LM",https://www.cartier.com/en-us/jewelry/rings/trinity/trinity-ring-lm-CRN4210800.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRN4210800,USA,Rings,
InStock,,Not_Available,Home/Jewelry/Necklaces,"Trinity necklace, 18K white gold (750/1000), 18K rose gold (750/1000), 18K yellow gold (750/1000), set with 5 brilliant-cut diamonds totaling 0.06 carats, 18K rose gold (750/1000) chain. Width: 1.8 mm. Inner diameter: 13.4 mm (for size 17).",USD,3100.00,Trinity necklace,https://www.cartier.com/en-us/jewelry/necklaces/trinity-necklace-CRB7058700.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB7058700,USA,Necklaces,
InStock,"White Gold,Pink Gold,Yellow gold,Yellow gold, diamonds","44 mm (US 3) - NOTIFY ME WHEN AVAILABLE,45 mm (US 3¼),46 mm (US 3¾),47 mm (US 4),48 mm (US 4½),49 mm (US 4¾),50 mm (US 5¼),51 mm (US 5¾),52 mm (US 6),53 mm (US 6¼),54 mm (US 6¾),55 mm (US 7¼),56 mm (US 7½),57 mm (US 8),58 mm (US 8¼),59 mm (US 8¾),60 mm (US 9),61 mm (US 9½),62 mm (US 10),63 mm (US 10¼),64 mm (US 10¾)",Home/Jewelry/Wedding bands/Love,"wedding band, 18K yellow gold (750/1000), set with 8 brilliant-cut diamonds totaling 0.19 carats. Width: 4mm (for size 52).",USD,3950.00,"#LOVE# wedding band, 8 diamonds",https://www.cartier.com/en-us/jewelry/wedding-bands/love/love-wedding-band-8-diamonds-CRB4056200.html,,aeid5482,aeid_cartier,2022-10-27 16:15:43.102744,https://www.cartier.com,CRB4056200,USA,Wedding bands,
