Availability,Available_Colors_OR_Size,Available_Size,Context_Identifier,Description,Execution_Id,Feed_Code,Price_Currency,Product_Id,Product_Price,Product_Title,Record_Create_By,Record_Create_Date,Site,Source,Source_Country,Type
Add to bag,,,,"Card holder in red calfskin, golden garland motif, golden hot stamped “Cartier” signature on the central pocket, two flat pockets on the surfaces. Dimensions: 75 mm high x 100 mm wide.",,,kn,L3001717,1.690,"Simple Card Holder, Guirlande de Cartier",,,,https://www.cartier.com/en-hr/simple-card-holder-guirlande-de-cartier_cod25372685655513935.html,,
Add to bag,,,,"Set of 3 Panthère de Cartier matchboxes, large model, made from paper and wood sourced from sustainably managed forests. Each box contains about 80 matches. Dimensions: Boxes: D 6.2 x H 21 cm; Matches: H 20 cm",,,kn,OG000660,1.920,"Panthère de Cartier set of 3 matchboxes, large model",,,,https://www.cartier.com/en-hr/panthere-de-cartier-set-of-3-matchboxes-large-model_cod29419655932686365.html,,
,,,,"Agrafe Mariage bracelet, white gold 750/1000, set with 132 brilliant-cut diamonds totalling 4.51 carats (for size 17).",,,,N6720217,,Agrafe bracelet,,,,https://www.cartier.com/en-hr/agrafe-bracelet_cod25185454457220970.html,,
,,,,"Agrafe bracelet, small model, rose gold 750/1000, set with 55 brilliant-cut diamonds totalling 0.89 carat (for size 17).",,,,N6719017,,Agrafe bracelet,,,,https://www.cartier.com/en-hr/agrafe-bracelet_cod42247633208606928.html,,
Add to bag,,,,"Unadorned Oud resin, its bareness and purity paying homage to the essence of this noble ingredient.  INGREDIENTS: ALCOHOL, FRAGRANCE, WATER, ETHYLHEXYL METHOXYCINNAMATE, ETHYLHEXYL SALICYLATE, BUTYL METHOXYDIBENZOYLMETHANE, COUMARIN, BHT, LINALOOL, EUGENOL, CITRONELLOL, GERANIOL, BENZYL BENZOATE, LIMONENE, ISOEUGENOL, CITRAL.",,,,FV075010,,Oud & Oud Les Heures Voyageuses Fragrance 75 ml,,,,https://www.cartier.com/en-hr/oud-oud-les-heures-voyageuses-fragrance-75-ml_cod25372685655520786.html,,
Add to bag,,,,"Rosemary green and lavender blue… An old nursery rhyme leads us back  to a medicinal garden grown wild with sprightly aromatic herbs, wise plants picked to cheer body and soul.  The apothecary's prescription: an infusion of joy and courage, lentiscus, a bracing cure for the blues, THYME, a secret antidote for bitterness, verbena. And so we are born anew, in a halo of good-natured gaiety, with a teasing lash of ABSINTH green, a calm waft of lavender, when the virtuous hour chases the clouds from our spirits in a soothing ALMOND embrace… Thyme and sweet marjoram, hyssop and rue. INGREDIENTS: ALCOHOL, FRAGRANCE, AQUA WATER, LINALOOL, LIMONENE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL METHOXYCINNAMATE, ETHYLHEXYL SALICYLATE, BENZYL BENZOATE, GERANIOL, CITRAL, BHT, CITRONELLOL.",,,,FC075009,,Heure Vertueuse Les Heures de Parfum Eau de Toilette 75 ml,,,,https://www.cartier.com/en-hr/heure-vertueuse-les-heures-de-parfum-eau-de-toilette-75-ml_cod25372685655520671.html,,
Add to bag,,,,"As the horizon cleared, the desire for escape was stirring. Dawn or dusk? The smell of the promised land and of lucerne, of the quiver of a summer with a magnolia soul, of BERGAMOT. A moment to be seized whilst clinging to life. A note of HORSEHAIR. And they're off! Together they would spur on battles of vetiver, body to body  in MATT tanned leather and lustrous fur, both accomplices of their own kidnapping, romantic abductors of a love overflowing with musky notes. Riding at an energetic gallop, L'HEURE FOUGUEUSE, aloof and imperious with lavender, would rush to freedom, like warm hay, hit by a storm of COUMARINE and oak moss. INGREDIENTS: ALCOHOL, PARFUM (FRAGRANCE), AQUA (WATER), ALPHA-ISOMETHYL IONONE, LINALOOL, LIMONENE, BENZYL ALCOHOL, GERANIOL, ETHYLHEXYL METHOXYCINNAMATE, CITRAL, ETHYLHEXYL SALICYLATE, BUTYL METHOXYDIBENZOYLMETHANE, FARNESOL, BHT, EVERNIA PRUNASTRI (OAKMOSS) EXTRACT, COUMARIN, EUGENOL.",,,,FC075010,,Heure Fougueuse Les Heures de Parfum Eau de Toilette 75 ml,,,,https://www.cartier.com/en-hr/heure-fougueuse-les-heures-de-parfum-eau-de-toilette-75-ml_cod25372685655520674.html,,
Add to bag,,,,"Cartier brings oud and amber together in a creative battle between two great fragrance legends from the East. The forces balance each other out with an addictive accord.  INGREDIENTS: ALCOHOL, PARFUM (FRAGRANCE), AQUA (WATER), LINALOOL, FARNESOL, LIMONENE, CITRONELLOL, GERANIOL, EUGENOL, BENZYL BENZOATE, ISOEUGENOL, BENZYL SALICYLATE, CITRAL",,,,FV075014,,Oud & Amber Les Heures Voyageuses Fragrance 75 ml,,,,https://www.cartier.com/en-hr/oud-amber-les-heures-voyageuses-fragrance-75-ml_cod25372685655520790.html,,
Add to bag,,,,"It was red she wanted, the blush of excitement, the tumescence of bitten lips strawberry flesh, the carnation in his buttonhole. Moving closer, driving him crazy, shedding her shyness to wrap herself in the steamy, playful, sensuous frills of CRÈME DE MARRON. No more stage fright, just a rhythmic dance in the aura of a velvet stage curtain iris notes, spotlights following her body. Look, here's my velvety shoulder CLOVE NOTES, there are my swaying curves, I vanish the better to come back to you, all legwork and pouting lips. Do you love my legs? The nape of my neck? The small of my back? Look, I'm your lover unveiled at L'HEURE CONVOITÉE,  dressed in my powdered skin, my red lingerie red rose notes flying off in a peal of laughter FRESH GREEN NOTES. And what if I said “vous” to you, just for show, like Juliette Gréco singing: “Undress me, but not too soon, not too fast, learn to covet me, captivate me!”. Déshabillez-moi, song written by Robert Nyel and composed by Gaby Verlor INGREDIENTS ALCOHOL, FRAGRANCE, WATER, EUGENOL, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL METHOXYCINNAMATE, ALPHA-ISOMETHYL IONONE, ETHYLHEXYL SALICYLATE, BENZYL BENZOATE, BENZYL SALICYLATE, CITRONELLOL, LINALOOL, GERANIOL, ISOEUGENOL, BENZYL ALCOHOL, FARNESOL, LIMONENE, CITRAL, BHT.",,,,FC075008,,Heure Convoitée Les Heures de Parfum Eau de Parfum 75 ml,,,,https://www.cartier.com/en-hr/heure-convoitee-les-heures-de-parfum-eau-de-parfum-75-ml_cod25372685655520669.html,,
,,,,"Panthère de Cartier bangle watch, 18 mm, quartz movement. Yellow gold 750/1000 case, bezel set with 24 brilliant-cut diamonds totalling 0.42 carats, yellow gold 750/1000 panther head, pear-shaped tsavorite eyes, black lacquer spots, collar set with 20 brilliant-cut diamonds totalling 0.23 carats, black lacquer dial, gold-finish steel sword-shaped hands, yellow gold 750/1000 bracelet. Thickness: 8.5 mm. Water-resistant to 3 bar (approx. 30 metres). Size 16.",,,kn,HPI01341,467.000,La Panthère de Cartier watch,,,,https://www.cartier.com/en-hr/la-panthere-de-cartier-watch_cod25372685655516904.html,,
